recall_id,product_description,product_type,recall_class,reason_for_recall,firm_name,status,quantity,date_initiated,state,country,source,api_endpoint,last_updated
REC-2024-000134,Dental Device - Model X,Orthopedic,Class I,Material Defect,Johnson & Johnson,Completed,48561 units,2022-10-23,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000135,IVD Device - System Pro,Ophthalmic,Class II,Battery Failure,Siemens Healthineers,Completed,24252 units,2020-01-11,MA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000136,Implantable Device - Model X,Cardiovascular,Class I,Labeling Error,Becton Dickinson,Ongoing,44170 units,2022-08-21,TX,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000137,General Hospital Device - Gen 4,General Hospital,Class III,Battery Failure,Philips Healthcare,Terminated,14128 units,2022-01-19,TX,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000138,Ophthalmic Device - Model X,Surgical,Class III,Battery Failure,Baxter,Terminated,2977 units,2022-11-14,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000139,Implantable Device - Model X,Cardiovascular,Class I,Sterility Concern,Boston Scientific,Completed,16746 units,2023-06-07,MA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000140,Radiology Device - Model X,General Hospital,Class III,Material Defect,Abbott,Completed,24918 units,2022-09-05,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000141,IVD Device - Unit 3000,Radiology,Class II,Device Malfunction,Philips Healthcare,Ongoing,30131 units,2024-08-11,TX,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000142,Implantable Device - Gen 4,Implantable,Class II,Material Defect,Stryker,Ongoing,26545 units,2022-07-06,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000143,Orthopedic Device - Gen 4,Dental,Class I,Material Defect,Johnson & Johnson,Completed,28553 units,2022-08-23,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000144,Radiology Device - Gen 4,Surgical,Class III,Design Flaw,Boston Scientific,Terminated,11019 units,2024-11-16,TX,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000145,Radiology Device - System Pro,Dental,Class II,Labeling Error,Boston Scientific,Ongoing,9598 units,2024-09-21,MA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000146,Orthopedic Device - System Pro,Radiology,Class I,Battery Failure,GE Healthcare,Pending,44639 units,2021-03-19,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000147,Dental Device - System Pro,General Hospital,Class I,Battery Failure,GE Healthcare,Terminated,18002 units,2026-01-13,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000148,IVD Device - Model X,Surgical,Class II,Battery Failure,Medtronic,Ongoing,24166 units,2022-12-12,MA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000149,Radiology Device - Gen 4,General Hospital,Class III,Device Malfunction,GE Healthcare,Completed,21072 units,2019-11-11,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000150,Orthopedic Device - Model X,General Hospital,Class I,Design Flaw,Johnson & Johnson,Completed,2566 units,2024-08-15,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000151,General Hospital Device - System Pro,Dental,Class II,Sterility Concern,Philips Healthcare,Pending,22176 units,2023-11-29,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000152,Dental Device - Model X,Dental,Class I,Material Defect,Stryker,Terminated,47431 units,2026-01-28,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000153,Radiology Device - System Pro,Dental,Class II,Material Defect,Abbott,Ongoing,20289 units,2022-09-27,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000154,Dental Device - System Pro,IVD,Class I,Material Defect,Baxter,Terminated,1195 units,2026-03-20,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000155,Orthopedic Device - System Pro,Dental,Class II,Quality Control,Boston Scientific,Completed,10155 units,2022-06-19,TX,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000156,Radiology Device - Model X,Dental,Class III,Labeling Error,Becton Dickinson,Pending,10110 units,2022-04-26,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000157,Implantable Device - System Pro,General Hospital,Class I,Material Defect,Siemens Healthineers,Completed,29112 units,2021-01-10,MA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000158,Neurological Device - System Pro,Surgical,Class II,Quality Control,Siemens Healthineers,Pending,30257 units,2024-01-13,MA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000159,IVD Device - Gen 4,Orthopedic,Class I,Labeling Error,Stryker,Ongoing,42021 units,2023-04-14,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000160,IVD Device - Model X,IVD,Class I,Sterility Concern,Johnson & Johnson,Completed,17878 units,2023-03-01,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000161,Orthopedic Device - Gen 4,Radiology,Class I,Battery Failure,Siemens Healthineers,Ongoing,27191 units,2024-10-03,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000162,IVD Device - Unit 3000,Neurological,Class II,Software Issue,Siemens Healthineers,Completed,1848 units,2023-06-12,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000163,Dental Device - System Pro,Orthopedic,Class I,Sterility Concern,GE Healthcare,Completed,49732 units,2020-02-10,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000164,Implantable Device - Model X,Radiology,Class I,Sterility Concern,Boston Scientific,Completed,35967 units,2024-01-12,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000165,Surgical Device - System Pro,Surgical,Class I,Device Malfunction,Boston Scientific,Pending,41875 units,2020-03-31,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000166,Radiology Device - Gen 4,Implantable,Class III,Device Malfunction,Baxter,Completed,47091 units,2019-09-15,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000167,Ophthalmic Device - Model X,Implantable,Class II,Quality Control,Becton Dickinson,Pending,12276 units,2022-04-08,TX,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000168,Dental Device - Model X,IVD,Class III,Device Malfunction,Philips Healthcare,Pending,2854 units,2024-11-14,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000169,Surgical Device - Model X,Dental,Class I,Design Flaw,Boston Scientific,Ongoing,38136 units,2023-03-10,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000170,Cardiovascular Device - Unit 3000,IVD,Class II,Labeling Error,GE Healthcare,Pending,41402 units,2020-06-30,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000171,Radiology Device - Gen 4,Cardiovascular,Class II,Quality Control,Medtronic,Completed,2747 units,2020-07-06,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000172,IVD Device - Gen 4,IVD,Class II,Sterility Concern,Medtronic,Completed,18751 units,2022-06-24,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000173,Dental Device - Unit 3000,Radiology,Class II,Material Defect,Philips Healthcare,Pending,25340 units,2019-07-15,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000174,General Hospital Device - Gen 4,Dental,Class III,Sterility Concern,Johnson & Johnson,Pending,5173 units,2021-02-04,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000175,Orthopedic Device - Unit 3000,Dental,Class I,Software Issue,Siemens Healthineers,Terminated,20087 units,2025-10-03,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000176,Ophthalmic Device - System Pro,General Hospital,Class II,Battery Failure,Medtronic,Terminated,40295 units,2025-10-04,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000177,Cardiovascular Device - Model X,Ophthalmic,Class II,Labeling Error,Medtronic,Completed,39818 units,2022-01-29,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000178,Orthopedic Device - Model X,Neurological,Class III,Design Flaw,Siemens Healthineers,Pending,37175 units,2019-05-23,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000179,Orthopedic Device - Gen 4,Dental,Class II,Battery Failure,Johnson & Johnson,Completed,34699 units,2025-10-14,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000180,Dental Device - Unit 3000,Neurological,Class I,Device Malfunction,Abbott,Pending,33931 units,2023-06-19,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000181,Radiology Device - Unit 3000,Surgical,Class III,Battery Failure,Boston Scientific,Terminated,45481 units,2025-04-19,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000182,Radiology Device - System Pro,Radiology,Class II,Labeling Error,GE Healthcare,Ongoing,44691 units,2021-03-30,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000183,Radiology Device - Unit 3000,Surgical,Class I,Labeling Error,Siemens Healthineers,Completed,7954 units,2022-11-24,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000184,Neurological Device - Gen 4,Cardiovascular,Class II,Design Flaw,GE Healthcare,Completed,40105 units,2020-07-22,TX,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000185,Surgical Device - Gen 4,General Hospital,Class III,Material Defect,Philips Healthcare,Ongoing,8214 units,2019-09-27,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000186,Radiology Device - Gen 4,General Hospital,Class III,Design Flaw,Abbott,Completed,8457 units,2026-03-16,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000187,Cardiovascular Device - Model X,IVD,Class I,Sterility Concern,Abbott,Completed,21146 units,2024-08-21,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000188,IVD Device - Unit 3000,Radiology,Class II,Quality Control,Baxter,Terminated,8204 units,2022-11-18,MA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000189,IVD Device - Model X,IVD,Class III,Labeling Error,Becton Dickinson,Completed,11220 units,2025-11-21,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000190,Cardiovascular Device - Model X,Radiology,Class I,Sterility Concern,Boston Scientific,Pending,40509 units,2025-04-27,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000191,IVD Device - Unit 3000,Surgical,Class II,Quality Control,Philips Healthcare,Terminated,29724 units,2024-08-01,TX,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000192,Orthopedic Device - Gen 4,Ophthalmic,Class II,Battery Failure,Boston Scientific,Terminated,39759 units,2019-09-03,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000193,Dental Device - Unit 3000,Ophthalmic,Class I,Design Flaw,Baxter,Ongoing,20914 units,2022-07-04,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000194,Radiology Device - Unit 3000,General Hospital,Class I,Labeling Error,Johnson & Johnson,Ongoing,19020 units,2024-03-25,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000195,Ophthalmic Device - System Pro,Orthopedic,Class II,Design Flaw,Boston Scientific,Completed,32655 units,2025-11-25,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000196,Surgical Device - Gen 4,Cardiovascular,Class I,Material Defect,Baxter,Pending,15777 units,2024-08-04,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000197,Dental Device - Model X,Cardiovascular,Class II,Battery Failure,Becton Dickinson,Pending,18727 units,2025-07-17,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000198,Ophthalmic Device - System Pro,Surgical,Class III,Design Flaw,Philips Healthcare,Terminated,2966 units,2020-03-16,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000199,Implantable Device - System Pro,Dental,Class III,Sterility Concern,Johnson & Johnson,Pending,33047 units,2019-07-29,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000200,Surgical Device - Model X,Orthopedic,Class I,Material Defect,Siemens Healthineers,Terminated,36559 units,2025-03-02,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000201,Neurological Device - Gen 4,IVD,Class I,Device Malfunction,Medtronic,Completed,46766 units,2020-08-13,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000202,IVD Device - Gen 4,Orthopedic,Class III,Labeling Error,Siemens Healthineers,Terminated,10650 units,2024-04-24,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000203,Surgical Device - Unit 3000,IVD,Class III,Battery Failure,Becton Dickinson,Terminated,31123 units,2025-11-30,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000204,Dental Device - Model X,Ophthalmic,Class III,Sterility Concern,Medtronic,Pending,17402 units,2023-02-17,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000205,Implantable Device - Gen 4,Orthopedic,Class III,Material Defect,Abbott,Completed,2070 units,2019-07-30,TX,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000206,Cardiovascular Device - Gen 4,Dental,Class II,Labeling Error,Philips Healthcare,Completed,26895 units,2021-02-20,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000207,Orthopedic Device - System Pro,IVD,Class II,Battery Failure,Baxter,Pending,20563 units,2019-09-13,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000208,IVD Device - Unit 3000,IVD,Class II,Sterility Concern,Becton Dickinson,Pending,12601 units,2024-02-26,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000209,IVD Device - Unit 3000,Neurological,Class II,Sterility Concern,Boston Scientific,Pending,20778 units,2022-02-16,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000210,IVD Device - Unit 3000,Surgical,Class I,Material Defect,Philips Healthcare,Terminated,9600 units,2022-11-29,MA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000211,Surgical Device - Model X,Dental,Class II,Sterility Concern,GE Healthcare,Completed,13243 units,2019-06-22,MA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000212,Surgical Device - System Pro,Radiology,Class III,Quality Control,Boston Scientific,Ongoing,43899 units,2025-04-21,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000213,Neurological Device - Model X,Radiology,Class II,Design Flaw,GE Healthcare,Ongoing,44643 units,2026-02-26,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000214,IVD Device - System Pro,Ophthalmic,Class III,Battery Failure,GE Healthcare,Completed,49540 units,2019-01-22,MA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000215,Surgical Device - Model X,Radiology,Class III,Quality Control,Baxter,Ongoing,11474 units,2022-08-08,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000216,Cardiovascular Device - Gen 4,General Hospital,Class I,Sterility Concern,Medtronic,Ongoing,19556 units,2020-12-21,TX,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000217,Surgical Device - Gen 4,IVD,Class III,Battery Failure,Abbott,Pending,17881 units,2022-10-04,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000218,Dental Device - System Pro,General Hospital,Class III,Sterility Concern,Abbott,Ongoing,48275 units,2020-04-06,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000219,Implantable Device - System Pro,Orthopedic,Class III,Material Defect,Philips Healthcare,Terminated,5685 units,2022-04-23,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000220,Orthopedic Device - System Pro,General Hospital,Class II,Quality Control,Medtronic,Terminated,25138 units,2020-01-26,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000221,Surgical Device - Unit 3000,Surgical,Class III,Device Malfunction,Stryker,Terminated,45402 units,2024-01-04,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000222,Radiology Device - Gen 4,Surgical,Class I,Material Defect,Baxter,Terminated,45239 units,2019-09-12,TX,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000223,Surgical Device - Unit 3000,Implantable,Class I,Quality Control,Abbott,Pending,10040 units,2026-03-01,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000224,Dental Device - Gen 4,IVD,Class II,Quality Control,Boston Scientific,Ongoing,34440 units,2025-10-17,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000225,Dental Device - Model X,Implantable,Class I,Device Malfunction,Baxter,Completed,37533 units,2024-12-03,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000226,Dental Device - Gen 4,Radiology,Class III,Quality Control,Becton Dickinson,Pending,5960 units,2020-11-04,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000227,General Hospital Device - System Pro,IVD,Class II,Battery Failure,Becton Dickinson,Ongoing,36622 units,2019-08-16,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000228,Cardiovascular Device - Gen 4,Surgical,Class I,Quality Control,Becton Dickinson,Ongoing,2969 units,2022-06-16,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000229,Radiology Device - Model X,Radiology,Class II,Device Malfunction,Stryker,Pending,11796 units,2022-11-12,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000230,Ophthalmic Device - Unit 3000,Ophthalmic,Class II,Material Defect,Philips Healthcare,Ongoing,44744 units,2026-03-12,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000231,Dental Device - Model X,Orthopedic,Class III,Material Defect,Baxter,Completed,47701 units,2026-04-30,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000232,Cardiovascular Device - Unit 3000,General Hospital,Class III,Material Defect,Baxter,Pending,15052 units,2019-01-15,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000233,Dental Device - System Pro,Surgical,Class I,Software Issue,Medtronic,Pending,40300 units,2024-03-01,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000234,Neurological Device - Model X,Radiology,Class III,Device Malfunction,GE Healthcare,Ongoing,16039 units,2021-09-12,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000235,General Hospital Device - System Pro,IVD,Class I,Device Malfunction,Abbott,Terminated,15347 units,2023-07-06,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000236,Implantable Device - Unit 3000,Neurological,Class II,Labeling Error,Baxter,Completed,27104 units,2025-06-23,MA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000237,Cardiovascular Device - System Pro,Ophthalmic,Class III,Battery Failure,Medtronic,Terminated,42161 units,2022-02-01,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000238,Dental Device - Gen 4,Ophthalmic,Class I,Sterility Concern,Philips Healthcare,Completed,49442 units,2024-11-18,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000239,Neurological Device - Unit 3000,Orthopedic,Class II,Device Malfunction,Baxter,Pending,27297 units,2021-09-14,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000240,Neurological Device - Unit 3000,Neurological,Class II,Software Issue,GE Healthcare,Terminated,6060 units,2023-05-10,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000241,Surgical Device - Gen 4,Implantable,Class III,Device Malfunction,Johnson & Johnson,Completed,49919 units,2019-07-31,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000242,Neurological Device - Unit 3000,Surgical,Class I,Quality Control,Boston Scientific,Ongoing,48948 units,2024-05-17,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000243,Implantable Device - System Pro,Ophthalmic,Class I,Design Flaw,Stryker,Pending,30557 units,2021-09-20,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000244,Surgical Device - Unit 3000,IVD,Class II,Battery Failure,Johnson & Johnson,Pending,49915 units,2022-06-17,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000245,Dental Device - Unit 3000,Ophthalmic,Class I,Quality Control,Abbott,Ongoing,17091 units,2021-04-12,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000246,Orthopedic Device - System Pro,Dental,Class I,Material Defect,Becton Dickinson,Completed,32723 units,2022-04-24,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000247,General Hospital Device - Gen 4,General Hospital,Class I,Design Flaw,Abbott,Completed,47207 units,2021-11-20,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000248,IVD Device - Model X,IVD,Class I,Software Issue,Medtronic,Ongoing,27027 units,2021-01-23,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000249,Neurological Device - Model X,Orthopedic,Class I,Quality Control,Baxter,Pending,24459 units,2026-01-27,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000250,Implantable Device - Gen 4,General Hospital,Class I,Device Malfunction,Baxter,Pending,777 units,2025-12-05,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000251,Surgical Device - Unit 3000,Cardiovascular,Class III,Material Defect,Abbott,Ongoing,6313 units,2024-12-08,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000252,Neurological Device - Unit 3000,Dental,Class II,Material Defect,Johnson & Johnson,Terminated,26610 units,2021-09-14,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000253,Neurological Device - System Pro,Surgical,Class III,Software Issue,Medtronic,Ongoing,26561 units,2025-05-03,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000254,IVD Device - Gen 4,Cardiovascular,Class III,Device Malfunction,Abbott,Ongoing,32759 units,2023-03-25,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000255,Dental Device - Model X,IVD,Class I,Quality Control,Boston Scientific,Pending,17767 units,2026-03-26,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000256,Surgical Device - Model X,Orthopedic,Class II,Device Malfunction,Boston Scientific,Completed,49300 units,2019-11-01,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000257,Surgical Device - System Pro,Implantable,Class I,Material Defect,Baxter,Terminated,25156 units,2019-11-12,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000258,IVD Device - Unit 3000,Cardiovascular,Class I,Material Defect,Boston Scientific,Ongoing,22322 units,2019-11-18,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000259,Cardiovascular Device - Unit 3000,General Hospital,Class II,Quality Control,Siemens Healthineers,Pending,28302 units,2022-08-29,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000260,Ophthalmic Device - Model X,Implantable,Class II,Quality Control,Johnson & Johnson,Ongoing,17562 units,2025-07-27,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000261,Orthopedic Device - Gen 4,Dental,Class II,Software Issue,Johnson & Johnson,Ongoing,20203 units,2023-04-06,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000262,Surgical Device - Model X,Orthopedic,Class I,Labeling Error,Philips Healthcare,Pending,36503 units,2023-01-14,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000263,Cardiovascular Device - Model X,Dental,Class III,Software Issue,Becton Dickinson,Terminated,25247 units,2020-02-28,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000264,Ophthalmic Device - Gen 4,Radiology,Class III,Quality Control,Becton Dickinson,Completed,44913 units,2022-04-10,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000265,Orthopedic Device - Unit 3000,Surgical,Class II,Battery Failure,Abbott,Ongoing,10959 units,2020-11-25,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000266,Ophthalmic Device - Unit 3000,General Hospital,Class I,Design Flaw,Stryker,Completed,47245 units,2022-02-04,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000267,Implantable Device - System Pro,General Hospital,Class I,Labeling Error,Stryker,Ongoing,25933 units,2025-08-29,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
